time_s,elapsed_s,gt_sync_span_s,gt_x_m,gt_y_m,gt_yaw_deg,estimate_x_m,estimate_y_m,estimate_yaw_deg,aligned_x_m,aligned_y_m,aligned_yaw_deg,position_error_m,yaw_error_signed_deg,yaw_error_deg,composite_pose_error,joint_accuracy_satisfied,filter_segment_id,original_row_index
162.690000,161.360000,0.090000,8.206115,2.514740,-11.601,8.233320,2.462269,-12.322,8.241333,2.576571,-11.646,0.071158,-0.045,0.045,0.100837,1,0,827
162.880000,161.550000,0.080000,8.235637,2.508801,-13.103,8.261128,2.455598,-13.701,8.269217,2.570229,-13.025,0.070008,0.078,0.078,0.099614,1,0,828
163.080000,161.750000,0.080000,8.264099,2.502295,-14.415,8.289302,2.448143,-14.979,8.297477,2.563107,-14.303,0.069370,0.112,0.112,0.099375,1,0,829
163.280000,161.950000,0.080000,8.291069,2.495477,-15.505,8.315907,2.440524,-16.044,8.324170,2.555802,-15.369,0.068809,0.136,0.136,0.099190,1,0,830
163.480000,162.150000,0.080000,8.308495,2.491056,-16.402,8.328517,2.436717,-16.776,8.336825,2.552144,-16.100,0.067337,0.302,0.302,0.104380,1,0,831
163.680000,162.350000,0.080000,8.308478,2.491061,-16.402,8.328564,2.436703,-16.772,8.336871,2.552130,-16.096,0.067347,0.306,0.306,0.104616,1,0,832
163.880000,162.550000,0.080000,8.308466,2.491064,-16.402,8.328615,2.436687,-16.769,8.336923,2.552115,-16.093,0.067357,0.309,0.309,0.104810,1,0,833
164.070000,162.740000,0.070000,8.308457,2.491066,-16.402,8.328665,2.436671,-16.765,8.336973,2.552100,-16.089,0.067367,0.313,0.313,0.105027,1,0,834
164.270000,162.940000,0.070000,8.308448,2.491068,-16.402,8.328719,2.436654,-16.762,8.337027,2.552084,-16.086,0.067377,0.316,0.316,0.105235,1,0,835
164.470000,163.140000,0.070000,8.308439,2.491070,-16.402,8.328774,2.436638,-16.758,8.337082,2.552067,-16.083,0.067388,0.319,0.319,0.105422,1,0,836
171.430000,170.100000,0.030000,8.358429,2.475331,-25.848,8.453202,2.292432,-29.169,8.463202,2.409339,-28.493,0.123823,-2.645,2.645,0.413028,1,1,871
171.630000,170.300000,0.030000,8.366610,2.472657,-29.836,8.410476,2.350383,-32.399,8.419795,2.466782,-31.724,0.053509,-1.887,1.887,0.277443,1,1,872
171.820000,170.490000,0.020000,8.367750,2.473609,-33.814,8.410471,2.350386,-36.188,8.419791,2.466785,-35.513,0.052487,-1.699,1.699,0.251438,1,1,873
172.010000,170.680000,0.010000,8.368482,2.474788,-37.787,8.410465,2.350391,-39.977,8.419784,2.466791,-39.302,0.051922,-1.515,1.515,0.226464,1,1,874
172.210000,170.880000,0.010000,8.369295,2.475912,-41.759,8.410458,2.350397,-43.965,8.419778,2.466796,-43.289,0.051299,-1.530,1.530,0.228168,1,1,875
172.410000,171.080000,0.010000,8.370186,2.476977,-45.732,8.410453,2.350403,-47.954,8.419773,2.466802,-47.278,0.050620,-1.546,1.546,0.230091,1,1,876
172.610000,171.280000,0.010000,8.371149,2.477977,-49.704,8.410448,2.350408,-51.941,8.419768,2.466807,-51.265,0.049885,-1.562,1.562,0.231833,1,1,877
172.810000,171.480000,0.010000,8.372180,2.478908,-53.676,8.410444,2.350414,-55.929,8.419764,2.466813,-55.253,0.049097,-1.577,1.577,0.233616,1,1,878
173.010000,171.680000,0.010000,8.373272,2.479766,-57.648,8.410440,2.350420,-59.916,8.419760,2.466819,-59.240,0.048257,-1.592,1.592,0.235294,1,1,879
173.210000,171.880000,0.010000,8.374422,2.480546,-61.620,8.410437,2.350426,-63.904,8.419757,2.466825,-63.228,0.047366,-1.609,1.609,0.237155,1,1,880
173.410000,172.080000,0.010000,8.375622,2.481245,-65.592,8.410435,2.350432,-67.893,8.419754,2.466831,-67.217,0.046426,-1.626,1.626,0.239094,1,1,881
173.600000,172.270000,0.100000,8.376868,2.481861,-69.563,8.410433,2.350438,-71.682,8.419752,2.466836,-71.006,0.045440,-1.443,1.443,0.213911,1,1,882
173.800000,172.470000,0.000000,8.378153,2.482390,-73.535,8.410431,2.350444,-75.670,8.419750,2.466842,-74.995,0.044408,-1.459,1.459,0.215725,1,1,883
174.000000,172.670000,0.000000,8.379471,2.482830,-77.507,8.410430,2.350450,-79.658,8.419749,2.466848,-78.982,0.043332,-1.475,1.475,0.217362,1,1,884
174.190000,172.860000,0.100000,8.380783,2.483171,-81.381,8.410429,2.350455,-83.447,8.419748,2.466854,-82.771,0.042243,-1.390,1.390,0.205485,1,1,885
174.390000,173.060000,0.090000,8.381840,2.483381,-84.460,8.410429,2.350461,-87.435,8.419747,2.466859,-86.759,0.041351,-2.300,2.300,0.330427,1,1,886
174.590000,173.260000,0.090000,8.383218,2.483561,-88.434,8.410429,2.350463,-91.426,8.419747,2.466861,-90.751,0.040165,-2.316,2.316,0.332459,1,1,887
174.790000,173.460000,0.090000,8.384607,2.483633,-92.411,8.410428,2.350458,-95.415,8.419747,2.466856,-94.740,0.038940,-2.329,2.329,0.333904,1,1,888
174.990000,173.660000,0.090000,8.385947,2.482767,-96.537,8.410110,2.348498,-99.747,8.419452,2.464893,-99.072,0.037974,-2.535,2.535,0.362473,1,1,889
175.190000,173.860000,0.090000,8.386219,2.473457,-101.897,8.407458,2.337334,-105.188,8.416932,2.453698,-104.513,0.036519,-2.615,2.615,0.373434,1,1,890
175.390000,174.060000,0.090000,8.382963,2.454501,-106.722,8.400732,2.316926,-109.811,8.410447,2.433213,-109.136,0.034764,-2.414,2.414,0.344931,1,1,891
175.590000,174.260000,0.090000,8.374823,2.426453,-110.819,8.388726,2.287814,-113.959,8.398785,2.403961,-113.284,0.032864,-2.464,2.464,0.351612,1,1,892
175.780000,174.450000,0.080000,8.360760,2.389860,-114.998,8.371217,2.252681,-117.750,8.381692,2.368624,-117.074,0.029818,-2.076,2.076,0.296612,1,1,893
175.980000,174.650000,0.080000,8.339612,2.345422,-119.218,8.345373,2.208705,-122.061,8.356368,2.324346,-121.385,0.026925,-2.167,2.167,0.308775,1,1,894
176.180000,174.850000,0.080000,8.312685,2.298236,-123.375,8.314892,2.164448,-126.303,8.326411,2.279733,-125.628,0.023039,-2.253,2.253,0.320214,1,1,895
176.380000,175.050000,0.080000,8.287139,2.259882,-127.527,8.286937,2.129671,-130.324,8.298868,2.244629,-129.649,0.019242,-2.122,2.122,0.301258,1,1,896
176.580000,175.250000,0.080000,8.265248,2.231180,-130.546,8.263687,2.103999,-133.293,8.275922,2.218685,-132.618,0.016434,-2.072,2.072,0.293951,1,1,897
176.780000,175.450000,0.080000,8.248614,2.211029,-133.720,8.246210,2.086622,-136.522,8.258652,2.201102,-135.846,0.014118,-2.126,2.126,0.301375,1,1,898
176.980000,175.650000,0.080000,8.237148,2.198031,-137.094,8.233702,2.075585,-139.896,8.246274,2.189919,-139.221,0.012210,-2.127,2.127,0.301299,1,1,899
177.170000,175.840000,0.070000,8.226028,2.186700,-140.531,8.221775,2.066252,-143.170,8.234458,2.180446,-142.494,0.010497,-1.964,1.964,0.278118,1,1,900
177.370000,176.040000,0.070000,8.213676,2.175567,-144.171,8.207655,2.056544,-146.855,8.220454,2.170573,-146.179,0.008420,-2.008,2.008,0.284162,1,1,901
177.570000,176.240000,0.070000,8.198369,2.163603,-148.258,8.190951,2.046648,-150.938,8.203867,2.160480,-150.263,0.006323,-2.005,2.005,0.283680,1,1,902
177.770000,176.440000,0.070000,8.181987,2.152577,-152.461,8.172665,2.037570,-155.225,8.185690,2.151187,-154.549,0.003955,-2.088,2.088,0.295409,1,1,903
177.970000,176.640000,0.070000,8.159634,2.140175,-157.703,8.148585,2.028040,-160.518,8.161724,2.141373,-159.843,0.002409,-2.139,2.139,0.302545,1,1,904
178.160000,176.830000,0.060000,8.134951,2.129346,-163.286,8.123578,2.020759,-165.868,8.136805,2.133798,-165.192,0.004822,-1.906,1.906,0.269599,1,1,905
178.360000,177.030000,0.060000,8.103560,2.119508,-169.687,8.188915,1.911699,-173.107,8.203423,2.025516,-172.432,0.137139,-2.744,2.744,0.433861,1,1,906
178.560000,177.230000,0.060000,8.066160,2.112627,-176.530,8.150524,1.909808,-179.959,8.165057,2.023173,-179.284,0.133352,-2.754,2.754,0.432751,1,1,907
178.760000,177.430000,0.060000,8.026752,2.110206,176.627,8.111073,1.912540,173.186,8.125576,2.025440,173.862,0.130199,-2.766,2.766,0.432287,1,1,908
178.960000,177.630000,0.060000,7.983703,2.113022,169.789,8.068187,1.920805,166.336,8.082597,2.033198,167.012,0.127090,-2.777,2.777,0.431849,1,1,909
179.150000,177.820000,0.050000,7.938621,2.121503,162.946,8.026554,1.933934,159.826,8.040811,2.045835,160.502,0.127156,-2.445,2.445,0.389699,1,1,910
179.350000,178.020000,0.050000,7.891279,2.136739,156.072,7.981075,1.954453,152.958,7.995093,2.065817,153.633,0.125727,-2.439,2.439,0.388072,1,1,911
179.550000,178.220000,0.050000,7.842117,2.159552,149.191,7.934558,1.982536,146.085,7.948249,2.093349,146.760,0.125088,-2.431,2.431,0.386619,1,1,912
179.750000,178.420000,0.050000,7.790293,2.192061,142.437,7.886207,2.020311,139.339,7.899455,2.130551,140.015,0.125299,-2.422,2.422,0.385646,1,1,913
179.950000,178.620000,0.050000,7.735206,2.236543,137.270,7.835119,2.069709,134.179,7.847789,2.179343,134.855,0.126280,-2.415,2.415,0.385460,1,1,914
180.140000,178.810000,0.040000,7.682095,2.287150,133.961,7.788349,2.121796,130.996,7.800408,2.230875,131.672,0.131014,-2.290,2.290,0.373053,1,1,915
180.340000,179.010000,0.040000,7.637859,2.333701,132.435,7.693776,2.138357,130.594,7.705646,2.246320,131.269,0.110591,-1.166,1.166,0.227231,1,1,916
180.540000,179.210000,0.040000,7.596826,2.378744,132.737,7.561580,2.277817,132.264,7.571814,2.384211,132.939,0.025602,0.202,0.202,0.046118,1,1,917
180.740000,179.410000,0.040000,7.568766,2.409193,134.174,7.524842,2.317778,134.379,7.534608,2.423737,135.055,0.037125,0.880,0.880,0.135117,1,1,918
180.940000,179.610000,0.040000,7.536481,2.442368,137.736,7.492410,2.349509,138.327,7.501804,2.455083,139.003,0.036934,1.267,1.267,0.186575,1,1,919
181.140000,179.810000,0.040000,7.503197,2.472458,143.142,7.457783,2.378039,144.114,7.466843,2.483202,144.790,0.037909,1.648,1.648,0.239094,1,1,920
181.330000,180.000000,0.030000,7.466304,2.499650,149.971,7.420694,2.402205,150.646,7.429471,2.506929,151.321,0.037546,1.351,1.351,0.198281,1,1,921
181.530000,180.200000,0.030000,7.423194,2.523862,156.807,7.375764,2.424499,157.483,7.384282,2.528692,158.159,0.039211,1.351,1.351,0.199008,1,1,922
181.730000,180.400000,0.030000,7.373615,2.544158,163.575,7.324590,2.442705,164.246,7.332897,2.546294,164.921,0.040774,1.346,1.346,0.198896,1,1,923
181.930000,180.600000,0.030000,7.317990,2.559383,170.208,7.267594,2.455738,170.831,7.275751,2.558653,171.507,0.042246,1.298,1.298,0.193083,1,1,924
182.120000,180.790000,0.020000,7.256853,2.568598,176.443,7.208617,2.462605,176.682,7.216697,2.564824,177.357,0.040333,0.915,0.915,0.141353,1,1,925
182.320000,180.990000,0.020000,7.190363,2.571290,-178.082,7.141444,2.463769,-177.936,7.149515,2.565196,-177.260,0.041301,0.822,0.822,0.130085,1,1,926
182.510000,181.180000,0.010000,7.118362,2.567604,-173.917,7.072520,2.459524,-174.073,7.080646,2.560139,-173.397,0.038447,0.519,0.519,0.091362,1,1,927
182.710000,181.380000,0.010000,7.042365,2.558357,-171.066,7.028448,2.470650,-171.185,7.036446,2.570745,-170.510,0.013729,0.556,0.556,0.081058,1,1,928
182.910000,181.580000,0.010000,6.963970,2.545358,-169.223,6.949806,2.457884,-169.351,6.957960,2.557052,-168.675,0.013148,0.548,0.548,0.079683,1,1,929
183.110000,181.780000,0.010000,6.890192,2.530954,-168.684,6.876119,2.444279,-168.890,6.884438,2.542579,-168.214,0.012971,0.469,0.469,0.068862,1,1,930
183.300000,181.970000,0.000000,6.820511,2.517189,-169.969,6.809662,2.432543,-170.139,6.818125,2.530060,-169.463,0.013090,0.506,0.506,0.073963,1,1,931
183.500000,182.170000,0.000000,6.752747,2.505738,-172.235,6.741492,2.422773,-172.409,6.750074,2.519487,-171.734,0.014006,0.501,0.501,0.073573,1,1,932
183.690000,182.360000,0.100000,6.685352,2.497126,-174.415,6.675508,2.415962,-174.538,6.684175,2.511898,-173.863,0.014819,0.552,0.552,0.080866,1,1,933
183.890000,182.560000,0.090000,6.631010,2.492036,-176.100,6.604897,2.411327,-176.687,6.613624,2.506431,-176.012,0.022572,0.089,0.089,0.034294,1,1,934
184.090000,182.760000,0.090000,6.558848,2.487682,-177.880,6.532031,2.409001,-178.388,6.540790,2.503246,-177.713,0.023839,0.167,0.167,0.041179,1,1,935
184.290000,182.960000,0.090000,6.484973,2.485425,-179.336,6.515790,2.426721,179.155,6.524342,2.520773,179.830,0.052909,-0.833,0.833,0.139600,1,1,936
184.490000,183.160000,0.090000,6.406205,2.484678,-179.423,6.436703,2.428645,179.221,6.445237,2.521765,179.897,0.053842,-0.680,0.680,0.122671,1,1,937
184.690000,183.360000,0.090000,6.327183,2.483835,-179.483,6.357532,2.430511,179.055,6.366050,2.522696,179.731,0.054963,-0.786,0.786,0.135662,1,1,938
184.880000,183.550000,0.080000,6.247778,2.483231,-179.772,6.281871,2.432643,178.793,6.290369,2.523936,179.468,0.058915,-0.760,0.760,0.135955,1,1,939
185.080000,183.750000,0.080000,6.168254,2.482970,-179.853,6.202297,2.435112,178.736,6.210771,2.525467,179.412,0.060114,-0.735,0.735,0.134303,1,1,940
185.280000,183.950000,0.080000,6.089104,2.482755,-179.760,6.123073,2.437523,178.856,6.131524,2.526943,179.532,0.061254,-0.708,0.708,0.132412,1,1,941
185.480000,184.150000,0.080000,6.010266,2.482371,-179.524,6.044215,2.439664,179.142,6.052646,2.528155,179.818,0.062388,-0.658,0.658,0.128237,1,1,942
185.680000,184.350000,0.080000,5.932365,2.481601,-178.943,5.966481,2.441170,179.844,5.974900,2.528744,-179.480,0.063495,-0.538,0.538,0.117673,1,1,943
185.880000,184.550000,0.080000,5.858900,2.479924,-177.036,5.893993,2.440880,-177.970,5.902421,2.527599,-177.294,0.064552,-0.258,0.258,0.098304,1,1,944
186.070000,184.740000,0.070000,5.792935,2.475883,-173.420,5.831880,2.437424,-174.366,5.840353,2.523411,-173.690,0.067136,-0.270,0.270,0.102341,1,1,945
186.270000,184.940000,0.070000,5.730097,2.467801,-169.059,5.769423,2.429456,-169.928,5.777994,2.514707,-169.252,0.067039,-0.193,0.193,0.098666,1,1,946
186.460000,185.130000,0.060000,5.672993,2.455979,-163.986,5.715355,2.418013,-165.102,5.724065,2.502627,-164.426,0.069170,-0.440,0.440,0.115937,1,1,947
186.660000,185.330000,0.060000,5.620265,2.440131,-158.801,5.662708,2.401912,-159.930,5.671611,2.485906,-159.254,0.068788,-0.453,0.453,0.116460,1,1,948
186.860000,185.530000,0.060000,5.571169,2.420474,-153.784,5.613688,2.382002,-154.927,5.622829,2.465420,-154.251,0.068475,-0.468,0.468,0.117275,1,1,949
187.050000,185.720000,0.050000,5.525519,2.397479,-148.808,5.570357,2.359977,-150.202,5.579761,2.442885,-149.526,0.070738,-0.718,0.718,0.142561,1,1,950
187.240000,185.910000,0.040000,5.483395,2.371511,-143.656,5.530314,2.335205,-145.315,5.540013,2.417643,-144.639,0.073033,-0.984,0.984,0.173261,1,1,951
187.440000,186.110000,0.040000,5.453368,2.349567,-139.581,5.490155,2.305012,-139.853,5.500213,2.386978,-139.177,0.059950,0.405,0.405,0.102280,1,1,952
187.640000,186.310000,0.040000,5.414437,2.315675,-133.895,5.474890,2.204399,-134.050,5.486136,2.286192,-133.375,0.077524,0.520,0.520,0.132047,1,1,953
187.830000,186.500000,0.030000,5.375854,2.274356,-129.244,5.438144,2.164119,-129.850,5.449867,2.245482,-129.175,0.079446,0.069,0.069,0.112781,1,1,954
188.030000,186.700000,0.030000,5.340456,2.230079,-124.731,5.403049,2.119369,-125.312,5.415302,2.200321,-124.636,0.080545,0.095,0.095,0.114694,1,1,955
188.220000,186.890000,0.020000,5.307771,2.181687,-120.053,5.372206,2.072963,-120.862,5.385008,2.153555,-120.186,0.082201,-0.133,0.133,0.117761,1,1,956
188.420000,187.090000,0.020000,5.277995,2.128572,-115.385,5.342443,2.019360,-116.181,5.355879,2.099604,-115.505,0.083097,-0.120,0.120,0.118733,1,1,957
188.620000,187.290000,0.020000,5.252685,2.073091,-110.182,5.317547,1.963564,-110.938,5.331643,2.043518,-110.263,0.084314,-0.081,0.081,0.119784,1,1,958
188.810000,187.480000,0.010000,5.230895,2.010402,-105.832,5.296364,1.903080,-106.974,5.311175,1.982789,-106.298,0.084896,-0.466,0.466,0.136979,1,1,959
189.010000,187.680000,0.010000,5.212466,1.942111,-102.530,5.277058,1.834820,-103.691,5.292675,1.914306,-103.015,0.084892,-0.485,0.485,0.138271,1,1,960
189.200000,187.870000,0.100000,5.196771,1.867357,-100.404,5.260591,1.763631,-101.674,5.277048,1.842928,-100.999,0.083912,-0.595,0.595,0.145435,1,1,961
189.390000,188.060000,0.100000,5.184317,1.797913,-100.070,5.246426,1.696247,-101.304,5.263679,1.775382,-100.628,0.082499,-0.557,0.557,0.140806,1,1,962
189.590000,188.260000,0.090000,5.175363,1.747500,-101.094,5.232295,1.632066,-102.768,5.250306,1.711038,-102.092,0.083342,-0.999,0.999,0.183977,1,1,963
189.790000,188.460000,0.090000,5.163000,1.686448,-104.008,5.216468,1.572139,-106.033,5.235187,1.650929,-105.357,0.080452,-1.349,1.349,0.222088,1,1,964
189.990000,188.660000,0.090000,5.147489,1.627316,-107.847,5.196974,1.513908,-109.805,5.216381,1.592472,-109.129,0.077202,-1.282,1.282,0.211664,1,1,965
190.180000,188.850000,0.080000,5.128029,1.569021,-111.512,5.175068,1.459911,-113.322,5.195113,1.538220,-112.646,0.073817,-1.134,1.134,0.191405,1,1,966
190.380000,189.050000,0.080000,5.103754,1.509679,-114.930,5.146967,1.401141,-116.645,5.167707,1.479123,-115.969,0.070879,-1.040,1.040,0.177964,1,1,967
190.580000,189.250000,0.080000,5.074823,1.449328,-118.345,5.114467,1.342235,-120.082,5.135904,1.419838,-119.406,0.067828,-1.061,1.061,0.178103,1,1,968
190.780000,189.450000,0.080000,5.041625,1.389648,-121.887,5.077683,1.284260,-123.618,5.099806,1.361434,-122.942,0.064661,-1.055,1.055,0.174985,1,1,969
190.970000,189.640000,0.070000,5.003950,1.330827,-125.310,5.038652,1.230119,-126.848,5.061417,1.306836,-126.172,0.062274,-0.862,0.862,0.150424,1,1,970
191.170000,189.840000,0.070000,4.961548,1.272621,-128.492,4.993083,1.173877,-130.003,5.016514,1.250060,-129.327,0.059416,-0.835,0.835,0.144930,1,1,971
191.370000,190.040000,0.070000,4.914596,1.215023,-131.007,4.943200,1.118186,-132.422,4.967290,1.193785,-131.746,0.056813,-0.739,0.739,0.131792,1,1,972
191.570000,190.240000,0.070000,4.864065,1.157811,-132.688,4.890208,1.062929,-134.059,4.914954,1.137907,-133.383,0.054643,-0.695,0.695,0.125062,1,1,973
191.770000,190.440000,0.070000,4.811198,1.101121,-133.756,4.835081,1.008039,-135.079,4.860478,1.082371,-134.404,0.052727,-0.648,0.648,0.118149,1,1,974
191.960000,190.630000,0.060000,4.756657,1.044549,-134.412,4.781303,0.955945,-135.679,4.807318,1.029647,-135.003,0.052808,-0.592,0.592,0.112148,1,1,975
192.160000,190.830000,0.060000,4.700972,0.987934,-134.752,4.723688,0.901021,-136.008,4.750355,0.974046,-135.332,0.051299,-0.580,0.580,0.109509,1,1,976
192.360000,191.030000,0.060000,4.644942,0.931502,-134.824,4.665862,0.846256,-136.068,4.693178,0.918603,-135.392,0.049931,-0.568,0.568,0.106965,1,1,977
192.550000,191.220000,0.050000,4.589158,0.875335,-134.702,4.611203,0.794407,-135.947,4.639135,0.866114,-135.272,0.050821,-0.570,0.570,0.107979,1,1,978
192.750000,191.420000,0.050000,4.533631,0.819132,-134.475,4.553945,0.739756,-135.719,4.582525,0.810792,-135.044,0.049600,-0.569,0.569,0.106719,1,1,979
192.950000,191.620000,0.050000,4.478371,0.762715,-134.188,4.496961,0.684867,-135.432,4.526193,0.755234,-134.756,0.048404,-0.569,0.569,0.105602,1,1,980
193.130000,191.800000,0.030000,4.423315,0.705938,-133.903,4.445840,0.635150,-135.176,4.475661,0.704918,-134.501,0.052356,-0.598,0.598,0.112421,1,1,981
193.330000,192.000000,0.030000,4.382439,0.663418,-133.558,4.389678,0.579903,-134.713,4.420154,0.649012,-134.037,0.040372,-0.479,0.479,0.088644,1,1,982
193.530000,192.200000,0.030000,4.330002,0.608074,-132.701,4.336554,0.526485,-133.624,4.367664,0.594972,-132.949,0.039876,-0.248,0.248,0.066414,1,1,983
193.730000,192.400000,0.030000,4.283199,0.556577,-129.921,4.289710,0.475879,-130.611,4.321420,0.543817,-129.936,0.040295,-0.014,0.014,0.057022,1,1,984
193.920000,192.590000,0.020000,4.241511,0.505554,-126.013,4.250216,0.427664,-126.813,4.282497,0.495140,-126.137,0.042289,-0.124,0.124,0.062328,1,1,985
194.110000,192.780000,0.010000,4.205298,0.454408,-121.595,4.215885,0.379186,-122.581,4.248741,0.446260,-121.905,0.044200,-0.310,0.310,0.076387,1,1,986
194.300000,192.970000,0.000000,4.174705,0.403198,-116.908,4.186752,0.330520,-118.129,4.220184,0.397254,-117.453,0.045866,-0.545,0.545,0.100726,1,1,987
194.500000,193.170000,0.000000,4.149386,0.351741,-112.347,4.166000,0.276438,-112.801,4.200070,0.342931,-112.125,0.051444,0.222,0.222,0.079235,1,1,988
194.690000,193.360000,0.100000,4.129395,0.301822,-107.858,4.147013,0.227463,-108.427,4.181663,0.293735,-107.751,0.052889,0.107,0.107,0.076307,1,1,989
194.900000,193.570000,0.000000,4.113292,0.249877,-102.616,4.131337,0.173871,-103.060,4.166620,0.239963,-102.385,0.054241,0.232,0.232,0.083423,1,1,990
195.090000,193.760000,0.100000,4.102264,0.197988,-97.465,4.121367,0.123016,-98.041,4.157250,0.188993,-97.365,0.055717,0.100,0.100,0.080052,1,1,991
195.290000,193.960000,0.100000,4.095552,0.140840,-92.400,4.115317,0.065662,-92.963,4.151876,0.131572,-92.287,0.057081,0.113,0.113,0.082296,1,1,992
195.490000,194.160000,0.100000,4.093924,0.077944,-88.150,4.113979,0.002666,-88.687,4.151281,0.068565,-88.011,0.058119,0.139,0.139,0.084497,1,1,993
195.690000,194.360000,0.090000,4.095868,0.027103,-85.110,4.117154,-0.063365,-84.798,4.155235,0.002576,-84.122,0.064234,0.988,0.988,0.166616,1,1,994
195.890000,194.560000,0.090000,4.102549,-0.040458,-81.288,4.124959,-0.131179,-80.897,4.163839,-0.065142,-80.221,0.066073,1.066,1.066,0.177413,1,1,995
196.090000,194.760000,0.090000,4.114167,-0.109295,-77.326,4.137822,-0.200488,-76.952,4.177518,-0.134294,-76.276,0.068106,1.049,1.049,0.176928,1,1,996
196.280000,194.950000,0.080000,4.131815,-0.182009,-74.080,4.155441,-0.271100,-74.227,4.195969,-0.204693,-73.551,0.068047,0.529,0.529,0.121883,1,1,997
196.480000,195.150000,0.080000,4.152964,-0.253872,-72.669,4.201389,-0.324545,-73.315,4.242544,-0.257593,-72.639,0.089657,0.030,0.030,0.126864,1,1,998
196.680000,195.350000,0.080000,4.173571,-0.319570,-73.089,4.220138,-0.390121,-74.020,4.262065,-0.322943,-73.344,0.088559,-0.255,0.255,0.130325,1,1,999
196.880000,195.550000,0.080000,4.191923,-0.380849,-75.335,4.235813,-0.451345,-76.508,4.278460,-0.383979,-75.832,0.086594,-0.497,0.497,0.141215,1,1,1000
197.080000,195.750000,0.080000,4.206426,-0.438231,-79.416,4.246976,-0.509317,-80.871,4.290307,-0.441814,-80.195,0.083957,-0.779,0.779,0.162010,1,1,1001
197.280000,195.950000,0.080000,4.216065,-0.493496,-85.029,4.252555,-0.564742,-86.611,4.296539,-0.497170,-85.936,0.080558,-0.906,0.906,0.171488,1,1,1002
197.480000,196.150000,0.080000,4.220047,-0.548211,-90.881,4.252411,-0.619845,-92.462,4.297044,-0.552270,-91.786,0.077104,-0.905,0.905,0.168095,1,1,1003
197.680000,196.350000,0.080000,4.218689,-0.599755,-95.800,4.247670,-0.669677,-97.091,4.292892,-0.602155,-96.415,0.074241,-0.616,0.616,0.136398,1,1,1004
197.870000,196.540000,0.070000,4.214401,-0.641100,-98.944,4.241600,-0.707468,-99.886,4.287268,-0.640015,-99.210,0.072875,-0.266,0.266,0.109698,1,1,1005
198.070000,196.740000,0.070000,4.209593,-0.672874,-101.316,4.235258,-0.738333,-102.246,4.281290,-0.670952,-101.570,0.071724,-0.253,0.253,0.107581,1,1,1006
198.270000,196.940000,0.070000,4.203662,-0.703055,-103.258,4.241115,-0.726225,-103.857,4.287004,-0.658776,-103.181,0.094374,0.077,0.077,0.133906,1,1,1007
198.470000,197.140000,0.070000,4.196703,-0.733089,-105.109,4.232826,-0.756357,-105.665,4.279070,-0.689004,-104.990,0.093423,0.120,0.120,0.133200,1,1,1008
198.670000,197.340000,0.070000,4.188271,-0.764703,-106.637,4.223244,-0.787749,-107.190,4.269860,-0.720507,-106.515,0.092790,0.123,0.123,0.132368,1,1,1009
198.870000,197.540000,0.070000,4.179067,-0.795856,-108.159,4.212907,-0.818646,-108.713,4.259888,-0.751523,-108.038,0.092182,0.122,0.122,0.131498,1,1,1010
199.060000,197.730000,0.060000,4.169148,-0.826505,-109.877,4.202370,-0.847480,-110.352,4.249691,-0.780480,-109.676,0.092766,0.201,0.201,0.134239,1,1,1011
199.260000,197.930000,0.060000,4.158412,-0.856661,-111.847,4.190405,-0.877289,-112.331,4.238078,-0.810428,-111.655,0.092110,0.191,0.191,0.133039,1,1,1012
199.460000,198.130000,0.060000,4.146688,-0.886395,-114.186,4.177334,-0.906587,-114.682,4.225354,-0.839878,-114.006,0.091390,0.180,0.180,0.131720,1,1,1013
199.660000,198.330000,0.060000,4.133679,-0.915842,-116.871,4.162871,-0.935497,-117.378,4.211233,-0.868957,-116.702,0.090625,0.169,0.169,0.130370,1,1,1014
199.860000,198.530000,0.060000,4.119030,-0.945191,-119.857,4.146676,-0.964199,-120.373,4.195377,-0.897848,-119.697,0.089834,0.160,0.160,0.129044,1,1,1015
200.050000,198.720000,0.050000,4.102279,-0.974727,-123.125,4.129267,-0.991522,-123.481,4.178292,-0.925374,-122.805,0.090630,0.320,0.320,0.135919,1,1,1016
200.110000,198.780000,0.010000,4.097702,-0.982156,-123.955,4.084609,-1.050976,-124.976,4.134338,-0.985351,-124.300,0.036775,-0.345,0.345,0.071357,1,1,1017
